10;5;Injection intrapleurale, autre,,,,,,
10;6;Traitement complexe en U-IMC chez l'adulte, 185 à 360 points de dépense,,,,,,
7;2;Lymphadénectomie régionale dans le cadre d'une autre intervention_0, autre_0,,,,,,
8;8;Injection d'anesthésique et d'analgésique dans le canal rachidien pour traitement de la douleur_1,,,,,,,
7;1;Résection antérieure du rectum_2, avec anastomose_2, par laparoscopie_2,,,,,
7;5;Agrafage circulaire par des orifices du corps préexistantes_3,,,,,,,
7;1;Résection antérieure du rectum_4, avec anastomose_4, par laparoscopie_4,,,,,
8;10;Tomographie axiale computérisée du thorax_5, autre_5,,,,,,
8;1;Excision et destruction locale de lésion ou de tissu de poumon_6, chirurgicale ouverte_6,,,,,,
10;2;Traitement complexe des douleurs aiguës_7, plus de 48 heures à 6 jours de traitement_7,,,,,,
8;5;Drainage pleural (par insertion de cathéter intercostal)_8,,,,,,,
8;2;Autres réparations et opérations plastiques de poumon_9, autre_9,,,,,,
6;1;Excision d'autre lésion de l'oreille externe ou du conduit auditif externe_10,,,,,,,
7;2;Lymphadénectomie régionale dans le cadre d'une autre intervention_11, autre_11,,,,,,
8;2;Autres réparations et opérations plastiques de poumon_12, autre_12,,,,,,
8;6;Drainage pleural (par insertion de cathéter intercostal)_13,,,,,,,
10;5;Injection intrapleurale_14, autre_14,,,,,,
5;2;Ostéosynthèse par plaque à stabilité angulaire_15,,,,,,,
8;8;Injection d'anesthésique et d'analgésique dans le canal rachidien pour traitement de la douleur_16,,,,,,,
10;1;Pleurectomie partielle et décortication_17, chirurgicale ouverte_17,,,,,,
9;1;Autre colporraphie du vagin avec plastie du plancher pelvien_18,,,,,,,
6;1;Excision d'autre lésion de l'oreille externe ou du conduit auditif externe_19,,,,,,,
8;7;Intervention guidée par CT_20,,,,,,,
10;3;Drainage pleural (par insertion de cathéter intercostal)_21,,,,,,,
8;10;Tomographie axiale computérisée du thorax_22, autre_22,,,,,,
8;9;Conseil/traitement diététique_23,,,,,,,
1;2;Ablation de matériel implanté dans le radius et cubitus (proximal / diaphysaire / distal): autre matériel d'ostéosynthèse_24,,,,,,,
8;4;Traitement complexe en U-IMC chez l'adulte_25, 185 à 360 points de dépense_25,,,,,,
7;5;Agrafage circulaire par des orifices du corps préexistantes_26,,,,,,,
2;4;Insertion d'un cathéter urétral permanent_27,,,,,,,
5;1;Réduction ouverte de fracture de radius distal_28, avec fixation interne_28,,,,,,
5;1;Réduction ouverte de fracture de radius distal_29, avec fixation interne_29,,,,,,
8;7;Intervention guidée par CT_30,,,,,,,
8;5;Drainage pleural (par insertion de cathéter intercostal)_31,,,,,,,
10;3;Drainage pleural (par insertion de cathéter intercostal)_32,,,,,,,
7;3;Techniques de traitement assistées par fluorescence_33,,,,,,,
10;1;Pleurectomie partielle et décortication_34, chirurgicale ouverte_34,,,,,,
10;2;Traitement complexe des douleurs aiguës_35, plus de 48 heures à 6 jours de traitement_35,,,,,,
8;7;Intervention guidée par CT_36,,,,,,,
2;4;Insertion d'un cathéter urétral permanent_37,,,,,,,
8;2;Autres réparations et opérations plastiques de poumon_38, autre_38,,,,,,
2;2;Libération de sténose urétrale_39, urétrotomie interne_39,,,,,,
5;2;Ostéosynthèse par plaque à stabilité angulaire_40,,,,,,,
8;10;Tomographie axiale computérisée du thorax_41, autre_41,,,,,,
2;2;Libération de sténose urétrale_42, urétrotomie interne_42,,,,,,
8;2;Autres réparations et opérations plastiques de poumon_43, autre_43,,,,,,
10;6;Traitement complexe en U-IMC chez l'adulte_44, 185 à 360 points de dépense_44,,,,,,
8;9;Conseil/traitement diététique_45,,,,,,,
2;1;Prostatectomie transurétrale_46, électrorésection et électrovaporisation de tissu prostatique_46,,,,,,
2;1;Prostatectomie transurétrale_47, électrorésection et électrovaporisation de tissu prostatique_47,,,,,,
10;3;Drainage pleural (par insertion de cathéter intercostal)_48,,,,,,,
7;3;Techniques de traitement assistées par fluorescence_49,,,,,,,
10;2;Traitement complexe des douleurs aiguës_50, plus de 48 heures à 6 jours de traitement_50,,,,,,
8;6;Drainage pleural (par insertion de cathéter intercostal)_51,,,,,,,
10;2;Traitement complexe des douleurs aiguës_52, plus de 48 heures à 6 jours de traitement_52,,,,,,
7;4;Agrafage linéaire par laparoscopie ou thoracoscopie_53,,,,,,,
8;6;Drainage pleural (par insertion de cathéter intercostal)_54,,,,,,,
2;3;Sphinctérotomie de la vessie_55,,,,,,,
8;1;Excision et destruction locale de lésion ou de tissu de poumon_56, chirurgicale ouverte_56,,,,,,
9;1;Autre colporraphie du vagin avec plastie du plancher pelvien_57,,,,,,,
6;1;Excision d'autre lésion de l'oreille externe ou du conduit auditif externe_58,,,,,,,
5;2;Ostéosynthèse par plaque à stabilité angulaire_59,,,,,,,
2;3;Sphinctérotomie de la vessie_60,,,,,,,
8;7;Intervention guidée par CT_61,,,,,,,
3;1;Réduction ouverte de fracture de radius distal_62, avec fixation interne_62,,,,,,
7;3;Techniques de traitement assistées par fluorescence_63,,,,,,,
7;2;Lymphadénectomie régionale dans le cadre d'une autre intervention_64, autre_64,,,,,,
7;1;Résection antérieure du rectum_65, avec anastomose_65, par laparoscopie_65,,,,,
10;4;Drainage pleural (par insertion de cathéter intercostal)_66,,,,,,,
8;7;Intervention guidée par CT_67,,,,,,,
6;1;Excision d'autre lésion de l'oreille externe ou du conduit auditif externe_68,,,,,,,
8;9;Conseil/traitement diététique_69,,,,,,,
8;7;Intervention guidée par CT_70,,,,,,,
8;8;Injection d'anesthésique et d'analgésique dans le canal rachidien pour traitement de la douleur_71,,,,,,,
10;4;Drainage pleural (par insertion de cathéter intercostal)_72,,,,,,,
3;1;Réduction ouverte de fracture de radius distal_73, avec fixation interne_73,,,,,,
2;1;Prostatectomie transurétrale_74, électrorésection et électrovaporisation de tissu prostatique_74,,,,,,
8;1;Excision et destruction locale de lésion ou de tissu de poumon_75, chirurgicale ouverte_75,,,,,,
7;3;Techniques de traitement assistées par fluorescence_76,,,,,,,
10;4;Drainage pleural (par insertion de cathéter intercostal)_77,,,,,,,
8;4;Traitement complexe en U-IMC chez l'adulte_78, 185 à 360 points de dépense_78,,,,,,
2;4;Insertion d'un cathéter urétral permanent_79,,,,,,,
8;1;Excision et destruction locale de lésion ou de tissu de poumon_80, chirurgicale ouverte_80,,,,,,
7;2;Lymphadénectomie régionale dans le cadre d'une autre intervention_81, autre_81,,,,,,
10;5;Injection intrapleurale_82, autre_82,,,,,,
5;2;Ostéosynthèse par plaque à stabilité angulaire_83,,,,,,,
9;1;Autre colporraphie du vagin avec plastie du plancher pelvien_84,,,,,,,
1;2;Ablation de matériel implanté dans le radius et cubitus (proximal / diaphysaire / distal): autre matériel d'ostéosynthèse_85,,,,,,,
3;1;Réduction ouverte de fracture de radius distal_86, avec fixation interne_86,,,,,,
8;2;Autres réparations et opérations plastiques de poumon_87, autre_87,,,,,,
8;7;Intervention guidée par CT_88,,,,,,,
10;1;Pleurectomie partielle et décortication_89, chirurgicale ouverte_89,,,,,,
7;2;Lymphadénectomie régionale dans le cadre d'une autre intervention_90, autre_90,,,,,,
10;6;Traitement complexe en U-IMC chez l'adulte_91, 185 à 360 points de dépense_91,,,,,,
10;5;Injection intrapleurale_92, autre_92,,,,,,
6;2;Reconstruction du pavillon de l'oreille_93, partielle_93, avec lambeau aponévrotique_93,,,,,
7;4;Agrafage linéaire par laparoscopie ou thoracoscopie_94,,,,,,,
3;1;Réduction ouverte de fracture de radius distal_95, avec fixation interne_95,,,,,,
8;1;Excision et destruction locale de lésion ou de tissu de poumon_96, chirurgicale ouverte_96,,,,,,
2;3;Sphinctérotomie de la vessie_97,,,,,,,
8;3;Agrafage linéaire en chirurgie à ciel ouvert_98,,,,,,,
8;10;Tomographie axiale computérisée du thorax_99, autre_99,,,,,,
6;2;Reconstruction du pavillon de l'oreille_100, partielle_100, avec lambeau aponévrotique_100,,,,,
10;4;Drainage pleural (par insertion de cathéter intercostal)_101,,,,,,,
8;8;Injection d'anesthésique et d'analgésique dans le canal rachidien pour traitement de la douleur_102,,,,,,,
2;2;Libération de sténose urétrale_103, urétrotomie interne_103,,,,,,
8;8;Injection d'anesthésique et d'analgésique dans le canal rachidien pour traitement de la douleur_104,,,,,,,
10;5;Injection intrapleurale_105, autre_105,,,,,,
10;3;Drainage pleural (par insertion de cathéter intercostal)_106,,,,,,,
7;3;Techniques de traitement assistées par fluorescence_107,,,,,,,
8;6;Drainage pleural (par insertion de cathéter intercostal)_108,,,,,,,
8;9;Conseil/traitement diététique_109,,,,,,,
10;4;Drainage pleural (par insertion de cathéter intercostal)_110,,,,,,,
8;5;Drainage pleural (par insertion de cathéter intercostal)_111,,,,,,,
8;10;Tomographie axiale computérisée du thorax_112, autre_112,,,,,,
6;2;Reconstruction du pavillon de l'oreille_113, partielle_113, avec lambeau aponévrotique_113,,,,,
7;2;Lymphadénectomie régionale dans le cadre d'une autre intervention_114, autre_114,,,,,,
1;2;Ablation de matériel implanté dans le radius et cubitus (proximal / diaphysaire / distal): autre matériel d'ostéosynthèse_115,,,,,,,
8;3;Agrafage linéaire en chirurgie à ciel ouvert_116,,,,,,,
10;5;Injection intrapleurale_117, autre_117,,,,,,
8;4;Traitement complexe en U-IMC chez l'adulte_118, 185 à 360 points de dépense_118,,,,,,
8;3;Agrafage linéaire en chirurgie à ciel ouvert_119,,,,,,,
2;3;Sphinctérotomie de la vessie_120,,,,,,,
5;1;Réduction ouverte de fracture de radius distal_121, avec fixation interne_121,,,,,,
7;3;Techniques de traitement assistées par fluorescence_122,,,,,,,
5;1;Réduction ouverte de fracture de radius distal_123, avec fixation interne_123,,,,,,
10;6;Traitement complexe en U-IMC chez l'adulte_124, 185 à 360 points de dépense_124,,,,,,
3;1;Réduction ouverte de fracture de radius distal_125, avec fixation interne_125,,,,,,
7;5;Agrafage circulaire par des orifices du corps préexistantes_126,,,,,,,
4;1;Aspiration curetage d'utérus après accouchement ou avortement_127,,,,,,,
9;1;Autre colporraphie du vagin avec plastie du plancher pelvien_128,,,,,,,
6;1;Excision d'autre lésion de l'oreille externe ou du conduit auditif externe_129,,,,,,,
10;3;Drainage pleural (par insertion de cathéter intercostal)_130,,,,,,,
5;2;Ostéosynthèse par plaque à stabilité angulaire_131,,,,,,,
9;1;Autre colporraphie du vagin avec plastie du plancher pelvien_132,,,,,,,
8;1;Excision et destruction locale de lésion ou de tissu de poumon_133, chirurgicale ouverte_133,,,,,,
10;6;Traitement complexe en U-IMC chez l'adulte_134, 185 à 360 points de dépense_134,,,,,,
2;3;Sphinctérotomie de la vessie_135,,,,,,,
10;3;Drainage pleural (par insertion de cathéter intercostal)_136,,,,,,,
8;10;Tomographie axiale computérisée du thorax_137, autre_137,,,,,,
6;1;Excision d'autre lésion de l'oreille externe ou du conduit auditif externe_138,,,,,,,
1;2;Ablation de matériel implanté dans le radius et cubitus (proximal / diaphysaire / distal): autre matériel d'ostéosynthèse_139,,,,,,,
10;2;Traitement complexe des douleurs aiguës_140, plus de 48 heures à 6 jours de traitement_140,,,,,,
8;7;Intervention guidée par CT_141,,,,,,,
7;1;Résection antérieure du rectum_142, avec anastomose_142, par laparoscopie_142,,,,,
8;7;Intervention guidée par CT_143,,,,,,,
2;2;Libération de sténose urétrale_144, urétrotomie interne_144,,,,,,
7;5;Agrafage circulaire par des orifices du corps préexistantes_145,,,,,,,
10;4;Drainage pleural (par insertion de cathéter intercostal)_146,,,,,,,
2;3;Sphinctérotomie de la vessie_147,,,,,,,
10;1;Pleurectomie partielle et décortication_148, chirurgicale ouverte_148,,,,,,
8;5;Drainage pleural (par insertion de cathéter intercostal)_149,,,,,,,
5;2;Ostéosynthèse par plaque à stabilité angulaire_150,,,,,,,
10;2;Traitement complexe des douleurs aiguës_151, plus de 48 heures à 6 jours de traitement_151,,,,,,
7;5;Agrafage circulaire par des orifices du corps préexistantes_152,,,,,,,
8;9;Conseil/traitement diététique_153,,,,,,,
5;1;Réduction ouverte de fracture de radius distal_154, avec fixation interne_154,,,,,,
10;3;Drainage pleural (par insertion de cathéter intercostal)_155,,,,,,,
5;2;Ostéosynthèse par plaque à stabilité angulaire_156,,,,,,,
10;5;Injection intrapleurale_157, autre_157,,,,,,
10;4;Drainage pleural (par insertion de cathéter intercostal)_158,,,,,,,
8;10;Tomographie axiale computérisée du thorax_159, autre_159,,,,,,
10;2;Traitement complexe des douleurs aiguës_160, plus de 48 heures à 6 jours de traitement_160,,,,,,
3;1;Réduction ouverte de fracture de radius distal_161, avec fixation interne_161,,,,,,
5;1;Réduction ouverte de fracture de radius distal_162, avec fixation interne_162,,,,,,
8;5;Drainage pleural (par insertion de cathéter intercostal)_163,,,,,,,
2;4;Insertion d'un cathéter urétral permanent_164,,,,,,,
6;1;Excision d'autre lésion de l'oreille externe ou du conduit auditif externe_165,,,,,,,
8;8;Injection d'anesthésique et d'analgésique dans le canal rachidien pour traitement de la douleur_166,,,,,,,
8;1;Excision et destruction locale de lésion ou de tissu de poumon_167, chirurgicale ouverte_167,,,,,,
10;3;Drainage pleural (par insertion de cathéter intercostal)_168,,,,,,,
7;1;Résection antérieure du rectum_169, avec anastomose_169, par laparoscopie_169,,,,,
8;8;Injection d'anesthésique et d'analgésique dans le canal rachidien pour traitement de la douleur_170,,,,,,,
8;1;Excision et destruction locale de lésion ou de tissu de poumon_171, chirurgicale ouverte_171,,,,,,
2;4;Insertion d'un cathéter urétral permanent_172,,,,,,,
5;1;Réduction ouverte de fracture de radius distal_173, avec fixation interne_173,,,,,,
7;5;Agrafage circulaire par des orifices du corps préexistantes_174,,,,,,,
2;2;Libération de sténose urétrale_175, urétrotomie interne_175,,,,,,
7;2;Lymphadénectomie régionale dans le cadre d'une autre intervention_176, autre_176,,,,,,
7;5;Agrafage circulaire par des orifices du corps préexistantes_177,,,,,,,
2;4;Insertion d'un cathéter urétral permanent_178,,,,,,,
10;4;Drainage pleural (par insertion de cathéter intercostal)_179,,,,,,,
1;2;Ablation de matériel implanté dans le radius et cubitus (proximal / diaphysaire / distal): autre matériel d'ostéosynthèse_180,,,,,,,
4;1;Aspiration curetage d'utérus après accouchement ou avortement_181,,,,,,,
8;3;Agrafage linéaire en chirurgie à ciel ouvert_182,,,,,,,
10;1;Pleurectomie partielle et décortication_183, chirurgicale ouverte_183,,,,,,
8;7;Intervention guidée par CT_184,,,,,,,
8;1;Excision et destruction locale de lésion ou de tissu de poumon_185, chirurgicale ouverte_185,,,,,,
8;1;Excision et destruction locale de lésion ou de tissu de poumon_186, chirurgicale ouverte_186,,,,,,
8;2;Autres réparations et opérations plastiques de poumon_187, autre_187,,,,,,
10;5;Injection intrapleurale_188, autre_188,,,,,,
10;1;Pleurectomie partielle et décortication_189, chirurgicale ouverte_189,,,,,,
6;1;Excision d'autre lésion de l'oreille externe ou du conduit auditif externe_190,,,,,,,
3;1;Réduction ouverte de fracture de radius distal_191, avec fixation interne_191,,,,,,
2;4;Insertion d'un cathéter urétral permanent_192,,,,,,,
5;2;Ostéosynthèse par plaque à stabilité angulaire_193,,,,,,,
6;2;Reconstruction du pavillon de l'oreille_194, partielle_194, avec lambeau aponévrotique_194,,,,,
8;9;Conseil/traitement diététique_195,,,,,,,
10;5;Injection intrapleurale_196, autre_196,,,,,,
5;1;Réduction ouverte de fracture de radius distal_197, avec fixation interne_197,,,,,,
7;4;Agrafage linéaire par laparoscopie ou thoracoscopie_198,,,,,,,
2;4;Insertion d'un cathéter urétral permanent_199,,,,,,,
5;1;Réduction ouverte de fracture de radius distal_200, avec fixation interne_200,,,,,,
7;1;Résection antérieure du rectum_201, avec anastomose_201, par laparoscopie_201,,,,,
8;4;Traitement complexe en U-IMC chez l'adulte_202, 185 à 360 points de dépense_202,,,,,,
2;2;Libération de sténose urétrale_203, urétrotomie interne_203,,,,,,
8;9;Conseil/traitement diététique_204,,,,,,,
10;3;Drainage pleural (par insertion de cathéter intercostal)_205,,,,,,,
8;8;Injection d'anesthésique et d'analgésique dans le canal rachidien pour traitement de la douleur_206,,,,,,,
2;2;Libération de sténose urétrale_207, urétrotomie interne_207,,,,,,
10;5;Injection intrapleurale_208, autre_208,,,,,,
6;2;Reconstruction du pavillon de l'oreille_209, partielle_209, avec lambeau aponévrotique_209,,,,,
8;5;Drainage pleural (par insertion de cathéter intercostal)_210,,,,,,,
1;2;Ablation de matériel implanté dans le radius et cubitus (proximal / diaphysaire / distal): autre matériel d'ostéosynthèse_211,,,,,,,
7;5;Agrafage circulaire par des orifices du corps préexistantes_212,,,,,,,
9;1;Autre colporraphie du vagin avec plastie du plancher pelvien_213,,,,,,,
8;8;Injection d'anesthésique et d'analgésique dans le canal rachidien pour traitement de la douleur_214,,,,,,,
8;4;Traitement complexe en U-IMC chez l'adulte_215, 185 à 360 points de dépense_215,,,,,,
6;2;Reconstruction du pavillon de l'oreille_216, partielle_216, avec lambeau aponévrotique_216,,,,,
2;2;Libération de sténose urétrale_217, urétrotomie interne_217,,,,,,
2;3;Sphinctérotomie de la vessie_218,,,,,,,
8;1;Excision et destruction locale de lésion ou de tissu de poumon_219, chirurgicale ouverte_219,,,,,,
2;1;Prostatectomie transurétrale_220, électrorésection et électrovaporisation de tissu prostatique_220,,,,,,
8;6;Drainage pleural (par insertion de cathéter intercostal)_221,,,,,,,
8;5;Drainage pleural (par insertion de cathéter intercostal)_222,,,,,,,
10;3;Drainage pleural (par insertion de cathéter intercostal)_223,,,,,,,
8;9;Conseil/traitement diététique_224,,,,,,,
2;2;Libération de sténose urétrale_225, urétrotomie interne_225,,,,,,
5;2;Ostéosynthèse par plaque à stabilité angulaire_226,,,,,,,
10;6;Traitement complexe en U-IMC chez l'adulte_227, 185 à 360 points de dépense_227,,,,,,
8;7;Intervention guidée par CT_228,,,,,,,
2;4;Insertion d'un cathéter urétral permanent_229,,,,,,,
9;1;Autre colporraphie du vagin avec plastie du plancher pelvien_230,,,,,,,
8;2;Autres réparations et opérations plastiques de poumon_231, autre_231,,,,,,
7;3;Techniques de traitement assistées par fluorescence_232,,,,,,,
8;10;Tomographie axiale computérisée du thorax_233, autre_233,,,,,,
1;2;Ablation de matériel implanté dans le radius et cubitus (proximal / diaphysaire / distal): autre matériel d'ostéosynthèse_234,,,,,,,
8;5;Drainage pleural (par insertion de cathéter intercostal)_235,,,,,,,
7;5;Agrafage circulaire par des orifices du corps préexistantes_236,,,,,,,
2;1;Prostatectomie transurétrale_237, électrorésection et électrovaporisation de tissu prostatique_237,,,,,,
10;3;Drainage pleural (par insertion de cathéter intercostal)_238,,,,,,,
10;5;Injection intrapleurale_239, autre_239,,,,,,
8;8;Injection d'anesthésique et d'analgésique dans le canal rachidien pour traitement de la douleur_240,,,,,,,
8;10;Tomographie axiale computérisée du thorax_241, autre_241,,,,,,
2;3;Sphinctérotomie de la vessie_242,,,,,,,
3;1;Réduction ouverte de fracture de radius distal_243, avec fixation interne_243,,,,,,
8;10;Tomographie axiale computérisée du thorax_244, autre_244,,,,,,
5;2;Ostéosynthèse par plaque à stabilité angulaire_245,,,,,,,
5;1;Réduction ouverte de fracture de radius distal_246, avec fixation interne_246,,,,,,
8;7;Intervention guidée par CT_247,,,,,,,
10;1;Pleurectomie partielle et décortication_248, chirurgicale ouverte_248,,,,,,
7;3;Techniques de traitement assistées par fluorescence_249,,,,,,,
2;2;Libération de sténose urétrale_250, urétrotomie interne_250,,,,,,
8;4;Traitement complexe en U-IMC chez l'adulte_251, 185 à 360 points de dépense_251,,,,,,
1;2;Ablation de matériel implanté dans le radius et cubitus (proximal / diaphysaire / distal): autre matériel d'ostéosynthèse_252,,,,,,,
8;10;Tomographie axiale computérisée du thorax_253, autre_253,,,,,,
8;6;Drainage pleural (par insertion de cathéter intercostal)_254,,,,,,,
4;1;Aspiration curetage d'utérus après accouchement ou avortement_255,,,,,,,
8;9;Conseil/traitement diététique_256,,,,,,,
2;4;Insertion d'un cathéter urétral permanent_257,,,,,,,
7;4;Agrafage linéaire par laparoscopie ou thoracoscopie_258,,,,,,,
8;5;Drainage pleural (par insertion de cathéter intercostal)_259,,,,,,,
8;5;Drainage pleural (par insertion de cathéter intercostal)_260,,,,,,,
8;2;Autres réparations et opérations plastiques de poumon_261, autre_261,,,,,,
8;7;Intervention guidée par CT_262,,,,,,,
10;3;Drainage pleural (par insertion de cathéter intercostal)_263,,,,,,,
6;1;Excision d'autre lésion de l'oreille externe ou du conduit auditif externe_264,,,,,,,
7;4;Agrafage linéaire par laparoscopie ou thoracoscopie_265,,,,,,,
10;6;Traitement complexe en U-IMC chez l'adulte_266, 185 à 360 points de dépense_266,,,,,,
2;1;Prostatectomie transurétrale_267, électrorésection et électrovaporisation de tissu prostatique_267,,,,,,
4;1;Aspiration curetage d'utérus après accouchement ou avortement_268,,,,,,,
2;2;Libération de sténose urétrale_269, urétrotomie interne_269,,,,,,
8;8;Injection d'anesthésique et d'analgésique dans le canal rachidien pour traitement de la douleur_270,,,,,,,
2;2;Libération de sténose urétrale_271, urétrotomie interne_271,,,,,,
8;7;Intervention guidée par CT_272,,,,,,,
5;2;Ostéosynthèse par plaque à stabilité angulaire_273,,,,,,,
10;5;Injection intrapleurale_274, autre_274,,,,,,
7;1;Résection antérieure du rectum_275, avec anastomose_275, par laparoscopie_275,,,,,
8;4;Traitement complexe en U-IMC chez l'adulte_276, 185 à 360 points de dépense_276,,,,,,
8;1;Excision et destruction locale de lésion ou de tissu de poumon_277, chirurgicale ouverte_277,,,,,,
4;1;Aspiration curetage d'utérus après accouchement ou avortement_278,,,,,,,
10;3;Drainage pleural (par insertion de cathéter intercostal)_279,,,,,,,
10;6;Traitement complexe en U-IMC chez l'adulte_280, 185 à 360 points de dépense_280,,,,,,
5;2;Ostéosynthèse par plaque à stabilité angulaire_281,,,,,,,
6;1;Excision d'autre lésion de l'oreille externe ou du conduit auditif externe_282,,,,,,,
7;4;Agrafage linéaire par laparoscopie ou thoracoscopie_283,,,,,,,
8;5;Drainage pleural (par insertion de cathéter intercostal)_284,,,,,,,
5;2;Ostéosynthèse par plaque à stabilité angulaire_285,,,,,,,
5;1;Réduction ouverte de fracture de radius distal_286, avec fixation interne_286,,,,,,
6;2;Reconstruction du pavillon de l'oreille_287, partielle_287, avec lambeau aponévrotique_287,,,,,
8;1;Excision et destruction locale de lésion ou de tissu de poumon_288, chirurgicale ouverte_288,,,,,,
10;3;Drainage pleural (par insertion de cathéter intercostal)_289,,,,,,,
7;4;Agrafage linéaire par laparoscopie ou thoracoscopie_290,,,,,,,
7;1;Résection antérieure du rectum_291, avec anastomose_291, par laparoscopie_291,,,,,
10;4;Drainage pleural (par insertion de cathéter intercostal)_292,,,,,,,
8;6;Drainage pleural (par insertion de cathéter intercostal)_293,,,,,,,
7;1;Résection antérieure du rectum_294, avec anastomose_294, par laparoscopie_294,,,,,
7;1;Résection antérieure du rectum_295, avec anastomose_295, par laparoscopie_295,,,,,
9;1;Autre colporraphie du vagin avec plastie du plancher pelvien_296,,,,,,,
8;8;Injection d'anesthésique et d'analgésique dans le canal rachidien pour traitement de la douleur_297,,,,,,,
3;1;Réduction ouverte de fracture de radius distal_298, avec fixation interne_298,,,,,,
10;4;Drainage pleural (par insertion de cathéter intercostal)_299,,,,,,,
7;1;Résection antérieure du rectum_300, avec anastomose_300, par laparoscopie_300,,,,,
2;1;Prostatectomie transurétrale_301, électrorésection et électrovaporisation de tissu prostatique_301,,,,,,
2;3;Sphinctérotomie de la vessie_302,,,,,,,
10;4;Drainage pleural (par insertion de cathéter intercostal)_303,,,,,,,
10;5;Injection intrapleurale_304, autre_304,,,,,,
5;1;Réduction ouverte de fracture de radius distal_305, avec fixation interne_305,,,,,,
8;1;Excision et destruction locale de lésion ou de tissu de poumon_306, chirurgicale ouverte_306,,,,,,
5;1;Réduction ouverte de fracture de radius distal_307, avec fixation interne_307,,,,,,
8;8;Injection d'anesthésique et d'analgésique dans le canal rachidien pour traitement de la douleur_308,,,,,,,
7;4;Agrafage linéaire par laparoscopie ou thoracoscopie_309,,,,,,,
10;3;Drainage pleural (par insertion de cathéter intercostal)_310,,,,,,,
6;2;Reconstruction du pavillon de l'oreille_311, partielle_311, avec lambeau aponévrotique_311,,,,,
4;1;Aspiration curetage d'utérus après accouchement ou avortement_312,,,,,,,
8;3;Agrafage linéaire en chirurgie à ciel ouvert_313,,,,,,,
7;2;Lymphadénectomie régionale dans le cadre d'une autre intervention_314, autre_314,,,,,,
8;10;Tomographie axiale computérisée du thorax_315, autre_315,,,,,,
7;3;Techniques de traitement assistées par fluorescence_316,,,,,,,
10;6;Traitement complexe en U-IMC chez l'adulte_317, 185 à 360 points de dépense_317,,,,,,
8;9;Conseil/traitement diététique_318,,,,,,,
10;2;Traitement complexe des douleurs aiguës_319, plus de 48 heures à 6 jours de traitement_319,,,,,,
8;3;Agrafage linéaire en chirurgie à ciel ouvert_320,,,,,,,
7;4;Agrafage linéaire par laparoscopie ou thoracoscopie_321,,,,,,,
8;7;Intervention guidée par CT_322,,,,,,,
7;2;Lymphadénectomie régionale dans le cadre d'une autre intervention_323, autre_323,,,,,,
10;1;Pleurectomie partielle et décortication_324, chirurgicale ouverte_324,,,,,,
10;3;Drainage pleural (par insertion de cathéter intercostal)_325,,,,,,,
10;3;Drainage pleural (par insertion de cathéter intercostal)_326,,,,,,,
8;8;Injection d'anesthésique et d'analgésique dans le canal rachidien pour traitement de la douleur_327,,,,,,,
